,inter_event_col_dist,inter_event_time(min),folder_name,species,rel_exp_idx
1,3.4106977707226065,2.0,alclat2_stem,alclat,1
2,13.40647022712892,67.0,alclat2_stem,alclat,1
3,46.53542039686823,49.0,alclat2_stem,alclat,1
4,14.353293040839446,16.0,alclat2_stem,alclat,1
5,145.0506466401945,63.0,alclat2_stem,alclat,1
6,130.90741488020234,55.0,alclat2_stem,alclat,1
7,94.26065383672051,82.0,alclat2_stem,alclat,1
8,65.24888949286401,21.0,alclat2_stem,alclat,1
9,3.3060238181317345,44.0,alclat2_stem,alclat,1
10,49.365777843461274,21.0,alclat2_stem,alclat,1
11,68.33199512841418,4.0,alclat2_stem,alclat,1
12,4.222806121471194,8.0,alclat2_stem,alclat,1
13,15.304480083009423,3.0,alclat2_stem,alclat,1
14,24.745653312815932,23.0,alclat2_stem,alclat,1
15,13.254320027970778,2.0,alclat2_stem,alclat,1
16,10.012403760146753,6.0,alclat2_stem,alclat,1
17,33.12732347893183,19.0,alclat2_stem,alclat,1
18,11.70351395512273,2.0,alclat2_stem,alclat,1
19,3.8250253292821412,17.0,alclat2_stem,alclat,1
20,14.17542109928985,6.0,alclat2_stem,alclat,1
21,3.00520833333303,2.0,alclat2_stem,alclat,1
22,90.36294156178019,2.0,alclat2_stem,alclat,1
23,93.13095957979903,13.0,alclat2_stem,alclat,1
24,3.7653153153144103,2.0,alclat2_stem,alclat,1
25,6.179166666666276,8.0,alclat2_stem,alclat,1
26,90.19097029231312,42.0,alclat2_stem,alclat,1
27,15.678933055137293,7.0,alclat2_stem,alclat,1
28,28.441341947417442,2.0,alclat2_stem,alclat,1
29,15.330513647709836,15.0,alclat2_stem,alclat,1
30,15.076791670812469,4.0,alclat2_stem,alclat,1
31,1.8273950325257147,4.0,alclat2_stem,alclat,1
32,4.275955056180862,2.0,alclat2_stem,alclat,1
33,2.093435114504132,11.0,alclat2_stem,alclat,1
34,23.178325176065783,10.0,alclat2_stem,alclat,1
35,12.568247861637104,2.0,alclat2_stem,alclat,1
36,10.669247397901586,2.0,alclat2_stem,alclat,1
37,250.40710076825275,84.0,alclat2_stem,alclat,1
38,34.144365898090655,34.0,alclat2_stem,alclat,1
39,15.6195984570399,2.0,alclat2_stem,alclat,1
40,133.59087587931543,2.0,alclat2_stem,alclat,1
41,39.511467009574346,11.0,alclat2_stem,alclat,1
42,24.169133759099964,25.0,alclat2_stem,alclat,1
43,32.5385747707295,2.0,alclat2_stem,alclat,1
44,41.25018775453066,2.0,alclat2_stem,alclat,1
45,23.258533281042617,2.0,alclat2_stem,alclat,1
46,4.037054212423357,2.0,alclat2_stem,alclat,1
47,17.03108998928542,2.0,alclat2_stem,alclat,1
48,21.988955051864252,9.0,alclat2_stem,alclat,1
49,58.77217855137346,12.0,alclat2_stem,alclat,1
50,84.22561588737963,21.0,alclat2_stem,alclat,1
51,18.940953989103832,53.0,alclat2_stem,alclat,1
52,50.057038103908155,8.0,alclat2_stem,alclat,1
53,176.7486413043473,6.0,alclat2_stem,alclat,1
54,4.245535714285211,9.0,alclat2_stem,alclat,1
55,3.2559446145641004,4.0,alclat2_stem,alclat,1
56,38.97435120797087,13.0,alclat2_stem,alclat,1
57,41.11736438531261,16.0,alclat2_stem,alclat,1
58,140.62467207762063,11.0,alclat2_stem,alclat,1
59,106.52197678853236,23.0,alclat2_stem,alclat,1
60,47.15470732868488,4.0,alclat2_stem,alclat,1
61,16.488066003410722,4.0,alclat2_stem,alclat,1
62,11.921508302765687,3.0,alclat2_stem,alclat,1
63,5.0628447744816185,2.0,alclat2_stem,alclat,1
64,3.7342260781007326,12.0,alclat2_stem,alclat,1
65,81.54909564510592,2.0,alclat2_stem,alclat,1
66,157.904907932348,5.0,alclat2_stem,alclat,1
67,0.01723739810739744,2.0,alclat2_stem,alclat,1
68,0.34644921207626567,23.0,alclat2_stem,alclat,1
69,22.076547952052522,44.0,alclat2_stem,alclat,1
70,65.8463786213797,6.0,alclat2_stem,alclat,1
71,90.04651598401398,78.0,alclat2_stem,alclat,1
72,12.632338056681874,32.0,alclat2_stem,alclat,1
73,114.61855829272963,2.0,alclat2_stem,alclat,1
74,5.511843355845713,10.0,alclat2_stem,alclat,1
75,2.3082862639670907,25.0,alclat2_stem,alclat,1
76,41.45848150781984,9.0,alclat2_stem,alclat,1
77,69.07413127413201,57.0,alclat2_stem,alclat,1
78,0.4968891952337344,2.0,alclat2_stem,alclat,1
79,53.230479928823,206.0,alclat2_stem,alclat,1
1,83.98599117136902,62.0,alclat4_stem,alclat,2
2,23.496654576381104,23.0,alclat4_stem,alclat,2
3,33.24870857367608,111.0,alclat4_stem,alclat,2
4,0.19581337044212432,101.0,alclat4_stem,alclat,2
5,44.81016399808382,90.0,alclat4_stem,alclat,2
6,17.894644723683825,6.0,alclat4_stem,alclat,2
7,2.063320835964447,9.0,alclat4_stem,alclat,2
8,24.493341550144237,10.0,alclat4_stem,alclat,2
9,7.139682594962807,4.0,alclat4_stem,alclat,2
10,22.894392937789178,57.0,alclat4_stem,alclat,2
11,55.392873041626814,46.0,alclat4_stem,alclat,2
12,5.851369786834482,19.0,alclat4_stem,alclat,2
13,4.655443223438567,32.0,alclat4_stem,alclat,2
14,1.8070707728412003,10.0,alclat4_stem,alclat,2
15,21.818645486543204,44.0,alclat4_stem,alclat,2
16,68.95109380910753,27.0,alclat4_stem,alclat,2
17,10.83122252010449,28.0,alclat4_stem,alclat,2
18,60.581753520272144,6.0,alclat4_stem,alclat,2
19,46.9582109186172,13.0,alclat4_stem,alclat,2
20,37.62562574366217,27.0,alclat4_stem,alclat,2
21,65.74827071272313,27.0,alclat4_stem,alclat,2
22,19.506447300514537,34.0,alclat4_stem,alclat,2
23,105.65745832480499,14.0,alclat4_stem,alclat,2
24,14.377510824160908,7.0,alclat4_stem,alclat,2
25,7.103614350757908,27.0,alclat4_stem,alclat,2
26,73.36892945562354,92.0,alclat4_stem,alclat,2
27,107.81280044564275,5.0,alclat4_stem,alclat,2
28,25.387165243775428,4.0,alclat4_stem,alclat,2
29,95.82359647107498,38.0,alclat4_stem,alclat,2
